snapshot_date,record_type,atc_code,atc_name,ddd,uom,adm_r,note,brand_name,dosage_form,ingredients,ddd_comb
2026-04-25,main,R03DB02,choline theophyllinate and adrenergics,,,,,,,,
2026-04-25,main,R03DB03,proxyphylline and adrenergics,,,,,,,,
2026-04-25,main,R03DB04,theophylline and adrenergics,,,,,,,,
2026-04-25,main,R03DB05,aminophylline and adrenergics,,,,,,,,
2026-04-25,main,R03DB06,etamiphylline and adrenergics,,,,,,,,
2026-04-25,main,R03DC,Leukotriene receptor antagonists,,,,,,,,
2026-04-25,main,R03DC01,zafirlukast,40.0,mg,O,,,,,
2026-04-25,main,R03DC02,pranlukast,,,,,,,,
2026-04-25,main,R03DC03,montelukast,10.0,mg,O,,,,,
2026-04-25,main,R03DC04,ibudilast,,,,,,,,
2026-04-25,main,R03DC53,"montelukast, combinations",,,,,,,,
2026-04-25,main,R03DX,Other systemic drugs for obstructive airway diseases,,,,,,,,
2026-04-25,main,R03DX01,amlexanox,,,,,,,,
2026-04-25,main,R03DX02,eprozinol,,,,,,,,
2026-04-25,main,R03DX03,fenspiride,,,,,,,,
2026-04-25,main,R03DX05,omalizumab,16.0,mg,P,,,,,
2026-04-25,main,R03DX06,seratrodast,,,,,,,,
2026-04-25,main,R03DX07,roflumilast,0.5,mg,O,,,,,
2026-04-25,main,R03DX08,reslizumab,7.1,mg,P,,,,,
2026-04-25,main,R03DX09,mepolizumab,3.6,mg,P,,,,,
2026-04-25,main,R03DX10,benralizumab,0.54,mg,P,,,,,
2026-04-25,main,R03DX11,tezepelumab,7.5,mg,P,,,,,
2026-04-25,main,R03DX12,depemokimab,,,,,,,,
2026-04-25,main,R05,COUGH AND COLD PREPARATIONS,,,,,,,,
2026-04-25,main,R05C,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",,,,,,,,
2026-04-25,main,R05CA,Expectorants,,,,,,,,
2026-04-25,main,R05CA01,tyloxapol,5.0,mg,Inhal.solution,,,,,
2026-04-25,main,R05CA02,potassium iodide,1.2,g,O,,,,,
2026-04-25,main,R05CA03,guaifenesin,0.9,g,O,,,,,
2026-04-25,main,R05CA03,guaifenesin,0.9,g,P,,,,,
2026-04-25,main,R05CA04,ipecacuanha,4.0,mg,O,emetine,,,,
2026-04-25,main,R05CA05,altheae radix,1.6,g,O,root,,,,
2026-04-25,main,R05CA06,senega,3.0,g,O,root,,,,
2026-04-25,main,R05CA07,antimony pentasulfide,0.2,g,O,,,,,
2026-04-25,main,R05CA08,creosote,,,,,,,,
2026-04-25,main,R05CA09,guaiacolsulfonate,,,,,,,,
2026-04-25,main,R05CA10,combinations,,,,,,,,
2026-04-25,main,R05CA11,levoverbenone,,,,,,,,
2026-04-25,main,R05CA12,Hederae helicis folium,,,,,,,,
2026-04-25,main,R05CA13,cineole,,,,,,,,
2026-04-25,main,R05CB,Mucolytics,,,,,,,,
2026-04-25,main,R05CB01,acetylcysteine,1.6,g,Inhal.solution,,,,,
2026-04-25,main,R05CB01,acetylcysteine,0.5,g,O,,,,,
2026-04-25,main,R05CB02,bromhexine,24.0,mg,O,,,,,
2026-04-25,main,R05CB02,bromhexine,24.0,mg,P,,,,,
2026-04-25,main,R05CB03,carbocisteine,1.5,g,O,,,,,
2026-04-25,main,R05CB04,eprazinone,0.2,g,O,,,,,
2026-04-25,main,R05CB05,mesna,1.2,g,Inhal.solution,,,,,
2026-04-25,main,R05CB06,ambroxol,0.12,g,O,,,,,
2026-04-25,main,R05CB07,sobrerol,,,,,,,,
2026-04-25,main,R05CB08,domiodol,,,,,,,,
2026-04-25,main,R05CB09,letosteine,,,,,,,,
2026-04-25,main,R05CB10,combinations,,,,,,,,
2026-04-25,main,R05CB11,stepronin,,,,,,,,
2026-04-25,main,R05CB13,dornase alfa (desoxyribonuclease),2.5,mg,Inhal.solution,,,,,
2026-04-25,main,R05CB14,neltenexine,,,,,,,,
2026-04-25,main,R05CB15,erdosteine,0.6,g,O,,,,,
2026-04-25,main,R05CB16,mannitol,0.8,g,Inhal.powder,,,,,
2026-04-25,main,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",,,,,,,,
2026-04-25,main,R05DA,Opium alkaloids and derivatives,,,,,,,,
2026-04-25,main,R05DA01,ethylmorphine,50.0,mg,O,,,,,
2026-04-25,main,R05DA03,hydrocodone,15.0,mg,O,,,,,
2026-04-25,main,R05DA04,codeine,0.1,g,O,,,,,
2026-04-25,main,R05DA05,opium alkaloids with morphine,,,,,,,,
2026-04-25,main,R05DA06,normethadone,,,,,,,,
2026-04-25,main,R05DA07,noscapine,0.125,g,O,,,,,
2026-04-25,main,R05DA08,pholcodine,50.0,mg,O,,,,,
2026-04-25,main,R05DA09,dextromethorphan,90.0,mg,O,,,,,
2026-04-25,main,R05DA10,thebacon,15.0,mg,O,,,,,
2026-04-25,main,R05DA11,dimemorfan,,,,,,,,
2026-04-25,main,R05DA12,acetyldihydrocodeine,30.0,mg,O,,,,,
2026-04-25,main,R05DA20,combinations,,,,,,,,
2026-04-25,main,R05DB,Other cough suppressants,,,,,,,,
2026-04-25,main,R05DB01,benzonatate,0.6,g,O,,,,,
2026-04-25,main,R05DB02,benproperine,75.0,mg,O,,,,,
2026-04-25,main,R05DB03,clobutinol,0.12,g,O,,,,,
2026-04-25,main,R05DB03,clobutinol,0.12,g,P,,,,,
2026-04-25,main,R05DB04,isoaminile,0.11,g,O,,,,,
2026-04-25,main,R05DB05,pentoxyverine,0.1,g,O,,,,,
2026-04-25,main,R05DB05,pentoxyverine,0.1,g,R,,,,,
2026-04-25,main,R05DB07,oxolamine,0.6,g,O,,,,,
2026-04-25,main,R05DB09,oxeladin,80.0,mg,O,,,,,
2026-04-25,main,R05DB10,clofedanol,60.0,mg,O,,,,,
2026-04-25,main,R05DB11,pipazetate,80.0,mg,O,,,,,
2026-04-25,main,R05DB12,bibenzonium bromide,90.0,mg,O,,,,,
2026-04-25,main,R05DB13,butamirate,25.0,mg,O,,,,,
2026-04-25,main,R05DB14,fedrilate,0.2,g,O,,,,,
2026-04-25,main,R05DB15,zipeprol,,,,,,,,
2026-04-25,main,R05DB16,dibunate,,,,,,,,
2026-04-25,main,R05DB17,droxypropine,,,,,,,,
2026-04-25,main,R05DB18,prenoxdiazine,,,,,,,,
2026-04-25,main,R05DB19,dropropizine,,,,,,,,
2026-04-25,main,R05DB20,combinations,,,,,,,,
2026-04-25,main,R05DB21,cloperastine,60.0,mg,O,Expressed as cloperastine hydrochloride,,,,
2026-04-25,main,R05DB22,meprotixol,,,,,,,,
2026-04-25,main,R05DB23,piperidione,,,,,,,,
2026-04-25,main,R05DB24,tipepidine,,,,,,,,
2026-04-25,main,R05DB25,morclofone,,,,,,,,
2026-04-25,main,R05DB26,nepinalone,,,,,,,,
2026-04-25,main,R05DB27,levodropropizine,0.12,g,O,,,,,
2026-04-25,main,R05DB28,dimethoxanate,,,,,,,,
2026-04-25,main,R05DB29,gefapixant,90.0,mg,O,,,,,
2026-04-25,main,R05F,"COUGH SUPPRESSANTS AND EXPECTORANTS, COMBINATIONS",,,,,,,,
2026-04-25,main,R05FA,Opium derivatives and expectorants,,,,,,,,
2026-04-25,main,R05FA01,opium derivatives and mucolytics,,,,,,,,
2026-04-25,main,R05FA02,opium derivatives and expectorants,,,,,,,,
2026-04-25,main,R05FB,Other cough suppressants and expectorants,,,,,,,,
2026-04-25,main,R05FB01,cough suppressants and mucolytics,,,,,,,,
2026-04-25,main,R05FB02,cough suppressants and expectorants,,,,,,,,
2026-04-25,main,R05X,OTHER COLD PREPARATIONS,,,,,,,,
2026-04-25,main,R06,ANTIHISTAMINES FOR SYSTEMIC USE,,,,,,,,
2026-04-25,main,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,,,,,,,,
2026-04-25,main,R06AA,Aminoalkyl ethers,,,,,,,,
2026-04-25,main,R06AA01,bromazine,,,,,,,,
2026-04-25,main,R06AA02,diphenhydramine,0.2,g,O,,,,,
2026-04-25,main,R06AA02,diphenhydramine,0.2,g,P,,,,,
2026-04-25,main,R06AA02,diphenhydramine,0.2,g,R,,,,,
2026-04-25,main,R06AA04,clemastine,2.0,mg,O,,,,,
2026-04-25,main,R06AA04,clemastine,2.0,mg,P,,,,,
2026-04-25,main,R06AA06,chlorphenoxamine,80.0,mg,O,,,,,
2026-04-25,main,R06AA06,chlorphenoxamine,80.0,mg,P,,,,,
2026-04-25,main,R06AA07,diphenylpyraline,10.0,mg,O,,,,,
2026-04-25,main,R06AA08,carbinoxamine,16.0,mg,O,,,,,
2026-04-25,main,R06AA09,doxylamine,25.0,mg,O,,,,,
2026-04-25,main,R06AA10,trimethobenzamide,,,,,,,,
2026-04-25,main,R06AA11,dimenhydrinate,0.3,g,O,,,,,
2026-04-25,main,R06AA11,dimenhydrinate,0.3,g,R,,,,,
2026-04-25,main,R06AA52,"diphenhydramine, combinations",,,,,,,,
2026-04-25,main,R06AA54,"clemastine, combinations",,,,,,,,
2026-04-25,main,R06AA56,"chlorphenoxamine, combinations",,,,,,,,
2026-04-25,main,R06AA57,"diphenylpyraline, combinations",,,,,,,,
2026-04-25,main,R06AA59,"doxylamine, combinations",,,,,,,,
2026-04-25,main,R06AA61,"dimenhydrinate, combinations",,,,,,,,
2026-04-25,main,R06AB,Substituted alkylamines,,,,,,,,
2026-04-25,main,R06AB01,brompheniramine,24.0,mg,O,,,,,
2026-04-25,main,R06AB02,dexchlorpheniramine,6.0,mg,O,,,,,
2026-04-25,main,R06AB02,dexchlorpheniramine,6.0,mg,P,,,,,
2026-04-25,main,R06AB03,dimetindene,4.0,mg,O,,,,,
2026-04-25,main,R06AB04,chlorphenamine,12.0,mg,O,,,,,
2026-04-25,main,R06AB04,chlorphenamine,12.0,mg,P,,,,,
2026-04-25,main,R06AB05,pheniramine,75.0,mg,O,,,,,
2026-04-25,main,R06AB06,dexbrompheniramine,,,,,,,,
2026-04-25,main,R06AB07,talastine,,,,,,,,
2026-04-25,main,R06AB51,"brompheniramine, combinations",,,,,,,,
2026-04-25,main,R06AB52,"dexchlorpheniramine, combinations",,,,,,,,
2026-04-25,main,R06AB54,"chlorphenamine, combinations",,,,,,,,
2026-04-25,main,R06AB56,"dexbrompheniramine, combinations",,,,,,,,
2026-04-25,main,R06AC,Substituted ethylene diamines,,,,,,,,
2026-04-25,main,R06AC01,mepyramine,0.2,g,O,,,,,
2026-04-25,main,R06AC01,mepyramine,0.2,g,P,,,,,
2026-04-25,main,R06AC02,histapyrrodine,80.0,mg,O,,,,,
2026-04-25,main,R06AC03,chloropyramine,0.15,g,O,,,,,
2026-04-25,main,R06AC03,chloropyramine,20.0,mg,P,,,,,
2026-04-25,main,R06AC04,tripelennamine,0.15,g,O,,,,,
2026-04-25,main,R06AC05,methapyrilene,,,,,,,,
2026-04-25,main,R06AC06,thonzylamine,,,,,,,,
2026-04-25,main,R06AC52,"histapyrrodine, combinations",,,,,,,,
2026-04-25,main,R06AC53,"chloropyramine, combinations",,,,,,,,
2026-04-25,main,R06AD,Phenothiazine derivatives,,,,,,,,
2026-04-25,main,R06AD01,alimemazine,30.0,mg,O,,,,,
2026-04-25,main,R06AD01,alimemazine,30.0,mg,P,,,,,
2026-04-25,main,R06AD02,promethazine,25.0,mg,O,,,,,
2026-04-25,main,R06AD02,promethazine,25.0,mg,P,,,,,
2026-04-25,main,R06AD02,promethazine,25.0,mg,R,,,,,
2026-04-25,main,R06AD03,thiethylperazine,13.0,mg,O,,,,,
2026-04-25,main,R06AD03,thiethylperazine,13.0,mg,P,,,,,
2026-04-25,main,R06AD03,thiethylperazine,13.0,mg,R,,,,,
2026-04-25,main,R06AD04,methdilazine,16.0,mg,O,,,,,
2026-04-25,main,R06AD05,hydroxyethylpromethazine,75.0,mg,O,,,,,
2026-04-25,main,R06AD06,thiazinam,0.9,g,O,,,,,
2026-04-25,main,R06AD06,thiazinam,0.3,g,R,,,,,
2026-04-25,main,R06AD07,mequitazine,10.0,mg,O,,,,,
2026-04-25,main,R06AD08,oxomemazine,30.0,mg,O,,,,,
2026-04-25,main,R06AD09,isothipendyl,,,,,,,,
2026-04-25,main,R06AD52,"promethazine, combinations",,,,,,,,
2026-04-25,main,R06AD55,"hydroxyethylpromethazine, combinations",,,,,,,,
2026-04-25,main,R06AE,Piperazine derivatives,,,,,,,,
2026-04-25,main,R06AE01,buclizine,50.0,mg,O,,,,,
2026-04-25,main,R06AE03,cyclizine,0.1,g,O,,,,,
2026-04-25,main,R06AE03,cyclizine,0.1,g,P,,,,,
2026-04-25,main,R06AE03,cyclizine,0.3,g,R,,,,,
2026-04-25,main,R06AE04,chlorcyclizine,0.1,g,O,,,,,
2026-04-25,main,R06AE05,meclozine,50.0,mg,O,,,,,
2026-04-25,main,R06AE05,meclozine,50.0,mg,R,,,,,
2026-04-25,main,R06AE06,oxatomide,60.0,mg,O,,,,,
2026-04-25,main,R06AE07,cetirizine,10.0,mg,O,,,,,
2026-04-25,main,R06AE09,levocetirizine,5.0,mg,O,,,,,
2026-04-25,main,R06AE51,"buclizine, combinations",,,,,,,,
2026-04-25,main,R06AE53,"cyclizine, combinations",,,,,,,,
2026-04-25,main,R06AE55,"meclozine, combinations",,,,,,,,
2026-04-25,main,R06AK,Combinations of antihistamines,,,,,,,,
2026-04-25,main,R06AX,Other antihistamines for systemic use,,,,,,,,
2026-04-25,main,R06AX01,bamipine,0.1,g,O,,,,,
2026-04-25,main,R06AX02,cyproheptadine,12.0,mg,O,,,,,
2026-04-25,main,R06AX03,thenalidine,,,,,,,,
2026-04-25,main,R06AX04,phenindamine,,,,,,,,
2026-04-25,main,R06AX05,antazoline,0.3,g,O,,,,,
2026-04-25,main,R06AX05,antazoline,0.3,g,P,,,,,
2026-04-25,main,R06AX07,triprolidine,7.5,mg,O,,,,,
2026-04-25,main,R06AX08,pyrrobutamine,,,,,,,,
2026-04-25,main,R06AX09,azatadine,2.0,mg,O,,,,,
2026-04-25,main,R06AX11,astemizole,10.0,mg,O,,,,,
2026-04-25,main,R06AX12,terfenadine,0.12,g,O,,,,,
2026-04-25,main,R06AX13,loratadine,10.0,mg,O,,,,,
2026-04-25,main,R06AX15,mebhydrolin,0.2,g,O,,,,,
2026-04-25,main,R06AX16,deptropine,2.0,mg,O,,,,,
2026-04-25,main,R06AX17,ketotifen,2.0,mg,O,,,,,
2026-04-25,main,R06AX18,acrivastine,24.0,mg,O,,,,,
2026-04-25,main,R06AX19,azelastine,4.0,mg,O,,,,,
2026-04-25,main,R06AX21,tritoqualine,,,,,,,,
2026-04-25,main,R06AX22,ebastine,10.0,mg,O,,,,,
2026-04-25,main,R06AX23,pimethixene,,,,,,,,
2026-04-25,main,R06AX24,epinastine,,,,,,,,
2026-04-25,main,R06AX25,mizolastine,10.0,mg,O,,,,,
2026-04-25,main,R06AX26,fexofenadine,0.12,g,O,,,,,
2026-04-25,main,R06AX27,desloratadine,5.0,mg,O,,,,,
2026-04-25,main,R06AX28,rupatadine,10.0,mg,O,,,,,
2026-04-25,main,R06AX29,bilastine,20.0,mg,O,,,,,
2026-04-25,main,R06AX31,quifenadine,,,,,,,,
2026-04-25,main,R06AX32,sequifenadine,,,,,,,,
2026-04-25,main,R06AX53,"thenalidine, combinations",,,,,,,,
2026-04-25,main,R06AX58,"pyrrobutamine, combinations",,,,,,,,
2026-04-25,main,R07,OTHER RESPIRATORY SYSTEM PRODUCTS,,,,,,,,
2026-04-25,main,R07A,OTHER RESPIRATORY SYSTEM PRODUCTS,,,,,,,,
2026-04-25,main,R07AA,Lung surfactants,,,,,,,,
2026-04-25,main,R07AA01,colfosceril palmitate,0.108,g,Inhal.powder,,,,,
2026-04-25,main,R07AA02,natural phospholipids,0.16,g,Instill.solution,,,,,
2026-04-25,main,R07AA30,combinations,,,,,,,,
2026-04-25,main,R07AB,Respiratory stimulants,,,,,,,,
2026-04-25,main,R07AB01,doxapram,0.4,g,P,,,,,
2026-04-25,main,R07AB02,nikethamide,0.5,g,O,,,,,
2026-04-25,main,R07AB02,nikethamide,0.5,g,P,,,,,
2026-04-25,main,R07AB03,pentetrazol,0.1,g,O,,,,,
2026-04-25,main,R07AB04,etamivan,,,,,,,,
2026-04-25,main,R07AB05,bemegride,,,,,,,,
2026-04-25,main,R07AB06,prethcamide,0.4,g,O,,,,,
2026-04-25,main,R07AB06,prethcamide,0.4,g,P,,,,,
2026-04-25,main,R07AB07,almitrine,0.1,g,O,,,,,
2026-04-25,main,R07AB08,dimefline,,,,,,,,
2026-04-25,main,R07AB09,mepixanox,,,,,,,,
2026-04-25,main,R07AB52,"nikethamide, combinations",,,,,,,,
2026-04-25,main,R07AB53,"pentetrazol, combinations",,,,,,,,
2026-04-25,main,R07AX,Other respiratory system products,,,,,,,,
2026-04-25,main,R07AX01,nitric oxide,,,,,,,,
2026-04-25,main,R07AX02,ivacaftor,0.3,g,O,,,,,
2026-04-25,main,R07AX30,ivacaftor and lumacaftor,,,,,,,,
2026-04-25,main,R07AX31,ivacaftor and tezacaftor,,,,,,,,
2026-04-25,main,R07AX32,"ivacaftor, tezacaftor and elexacaftor",,,,,,,,
2026-04-25,main,R07AX33,"deutivacaftor, tezacaftor and vanzacaftor",,,,,,,,
2026-04-25,main,S,SENSORY ORGANS,,,,,,,,
2026-04-25,main,S01,OPHTHALMOLOGICALS,,,,,,,,
2026-04-25,main,S01A,ANTIINFECTIVES,,,,,,,,
2026-04-25,main,S01AA,Antibiotics,,,,,,,,
2026-04-25,main,S01AA01,chloramphenicol,,,,,,,,
2026-04-25,main,S01AA02,chlortetracycline,,,,,,,,
2026-04-25,main,S01AA03,neomycin,,,,,,,,
2026-04-25,main,S01AA04,oxytetracycline,,,,,,,,
2026-04-25,main,S01AA05,tyrothricin,,,,,,,,
2026-04-25,main,S01AA07,framycetin,,,,,,,,
2026-04-25,main,S01AA09,tetracycline,,,,,,,,
2026-04-25,main,S01AA10,natamycin,,,,,,,,
2026-04-25,main,S01AA11,gentamicin,,,,,,,,
2026-04-25,main,S01AA12,tobramycin,,,,,,,,
2026-04-25,main,S01AA13,fusidic acid,,,,,,,,
2026-04-25,main,S01AA14,benzylpenicillin,,,,,,,,
2026-04-25,main,S01AA15,dihydrostreptomycin,,,,,,,,
2026-04-25,main,S01AA16,rifamycin,,,,,,,,
2026-04-25,main,S01AA17,erythromycin,,,,,,,,
2026-04-25,main,S01AA18,polymyxin B,,,,,,,,
2026-04-25,main,S01AA19,ampicillin,,,,,,,,
2026-04-25,main,S01AA20,antibiotics in combination with other drugs,,,,,,,,
2026-04-25,main,S01AA21,amikacin,,,,,,,,
2026-04-25,main,S01AA22,micronomicin,,,,,,,,
2026-04-25,main,S01AA23,netilmicin,,,,,,,,
2026-04-25,main,S01AA24,kanamycin,,,,,,,,
2026-04-25,main,S01AA25,azidamfenicol,,,,,,,,
2026-04-25,main,S01AA26,azithromycin,,,,,,,,
2026-04-25,main,S01AA27,cefuroxime,,,,,,,,
2026-04-25,main,S01AA28,vancomycin,,,,,,,,
2026-04-25,main,S01AA29,dibekacin,,,,,,,,
2026-04-25,main,S01AA30,combinations of different antibiotics,,,,,,,,
2026-04-25,main,S01AA31,cefmenoxime,,,,,,,,
2026-04-25,main,S01AA32,bacitracin,,,,,,,,
2026-04-25,main,S01AB,Sulfonamides,,,,,,,,
2026-04-25,main,S01AB01,sulfamethizole,,,,,,,,
2026-04-25,main,S01AB02,sulfafurazole,,,,,,,,
2026-04-25,main,S01AB03,sulfadicramide,,,,,,,,
2026-04-25,main,S01AB04,sulfacetamide,,,,,,,,
2026-04-25,main,S01AB05,sulfafenazol,,,,,,,,
2026-04-25,main,S01AD,Antivirals,,,,,,,,
2026-04-25,main,S01AD01,idoxuridine,,,,,,,,
2026-04-25,main,S01AD02,trifluridine,,,,,,,,
2026-04-25,main,S01AD03,aciclovir,,,,,,,,
2026-04-25,main,S01AD05,interferon,,,,,,,,
2026-04-25,main,S01AD06,vidarabine,,,,,,,,
2026-04-25,main,S01AD07,famciclovir,,,,,,,,
2026-04-25,main,S01AD08,fomivirsen,,,,,,,,
2026-04-25,main,S01AD09,ganciclovir,,,,,,,,
2026-04-25,main,S01AE,Fluoroquinolones,,,,,,,,
2026-04-25,main,S01AE01,ofloxacin,,,,,,,,
2026-04-25,main,S01AE02,norfloxacin,,,,,,,,
2026-04-25,main,S01AE03,ciprofloxacin,,,,,,,,
2026-04-25,main,S01AE04,lomefloxacin,,,,,,,,
2026-04-25,main,S01AE05,levofloxacin,,,,,,,,
2026-04-25,main,S01AE06,gatifloxacin,,,,,,,,
2026-04-25,main,S01AE07,moxifloxacin,,,,,,,,
2026-04-25,main,S01AE08,besifloxacin,,,,,,,,
2026-04-25,main,S01AE09,tosufloxacin,,,,,,,,
2026-04-25,main,S01AX,Other antiinfectives,,,,,,,,
2026-04-25,main,S01AX01,mercury compounds,,,,,,,,
2026-04-25,main,S01AX02,silver compounds,,,,,,,,
2026-04-25,main,S01AX03,zinc compounds,,,,,,,,
2026-04-25,main,S01AX04,nitrofural,,,,,,,,
2026-04-25,main,S01AX05,bibrocathol,,,,,,,,
2026-04-25,main,S01AX06,resorcinol,,,,,,,,
2026-04-25,main,S01AX07,sodium borate,,,,,,,,
2026-04-25,main,S01AX08,hexamidine,,,,,,,,
2026-04-25,main,S01AX09,chlorhexidine,,,,,,,,
2026-04-25,main,S01AX10,sodium propionate,,,,,,,,
2026-04-25,main,S01AX14,dibrompropamidine,,,,,,,,
2026-04-25,main,S01AX15,propamidine,,,,,,,,
2026-04-25,main,S01AX16,picloxydine,,,,,,,,
2026-04-25,main,S01AX18,povidone-iodine,,,,,,,,
2026-04-25,main,S01AX24,polihexanide,,,,,,,,
2026-04-25,main,S01AX25,lotilaner,,,,,,,,
2026-04-25,main,S01AX26,cethexonium,,,,,,,,
2026-04-25,main,S01B,ANTIINFLAMMATORY AGENTS,,,,,,,,
2026-04-25,main,S01BA,"Corticosteroids, plain",,,,,,,,
2026-04-25,main,S01BA01,dexamethasone,,,,,,,,
2026-04-25,main,S01BA02,hydrocortisone,,,,,,,,
2026-04-25,main,S01BA03,cortisone,,,,,,,,
2026-04-25,main,S01BA04,prednisolone,,,,,,,,
2026-04-25,main,S01BA05,triamcinolone,,,,,,,,
2026-04-25,main,S01BA06,betamethasone,,,,,,,,
2026-04-25,main,S01BA07,fluorometholone,,,,,,,,
2026-04-25,main,S01BA08,medrysone,,,,,,,,
2026-04-25,main,S01BA09,clobetasone,,,,,,,,
2026-04-25,main,S01BA10,alclometasone,,,,,,,,
2026-04-25,main,S01BA11,desonide,,,,,,,,
2026-04-25,main,S01BA12,formocortal,,,,,,,,
2026-04-25,main,S01BA13,rimexolone,,,,,,,,
2026-04-25,main,S01BA14,loteprednol,,,,,,,,
2026-04-25,main,S01BA15,fluocinolone acetonide,,,,,,,,
2026-04-25,main,S01BA16,difluprednate,,,,,,,,
2026-04-25,main,S01BA17,clobetasol,,,,,,,,
2026-04-25,main,S01BB,Corticosteroids and mydriatics in combination,,,,,,,,
2026-04-25,main,S01BB01,hydrocortisone and mydriatics,,,,,,,,
2026-04-25,main,S01BB02,prednisolone and mydriatics,,,,,,,,
2026-04-25,main,S01BB03,fluorometholone and mydriatics,,,,,,,,
2026-04-25,main,S01BB04,betamethasone and mydriatics,,,,,,,,
2026-04-25,main,S01BC,"Antiinflammatory agents, non-steroids",,,,,,,,
2026-04-25,main,S01BC01,indometacin,,,,,,,,
2026-04-25,main,S01BC02,oxyphenbutazone,,,,,,,,
2026-04-25,main,S01BC03,diclofenac,,,,,,,,
2026-04-25,main,S01BC04,flurbiprofen,,,,,,,,
2026-04-25,main,S01BC05,ketorolac,,,,,,,,
2026-04-25,main,S01BC06,piroxicam,,,,,,,,
2026-04-25,main,S01BC07,bendazac,,,,,,,,
2026-04-25,main,S01BC08,salicylic acid,,,,,,,,
2026-04-25,main,S01BC09,pranoprofen,,,,,,,,
2026-04-25,main,S01BC10,nepafenac,,,,,,,,
2026-04-25,main,S01BC11,bromfenac,,,,,,,,
2026-04-25,main,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,,,,,,,,
2026-04-25,main,S01CA,Corticosteroids and antiinfectives in combination,,,,,,,,
2026-04-25,main,S01CA01,dexamethasone and antiinfectives,,,,,,,,
2026-04-25,main,S01CA02,prednisolone and antiinfectives,,,,,,,,
2026-04-25,main,S01CA03,hydrocortisone and antiinfectives,,,,,,,,
2026-04-25,main,S01CA04,fluocortolone and antiinfectives,,,,,,,,
2026-04-25,main,S01CA05,betamethasone and antiinfectives,,,,,,,,
2026-04-25,main,S01CA06,fludrocortisone and antiinfectives,,,,,,,,
2026-04-25,main,S01CA07,fluorometholone and antiinfectives,,,,,,,,
2026-04-25,main,S01CA08,methylprednisolone and antiinfectives,,,,,,,,
2026-04-25,main,S01CA09,chloroprednisone and antiinfectives,,,,,,,,
2026-04-25,main,S01CA10,fluocinolone acetonide and antiinfectives,,,,,,,,
2026-04-25,main,S01CA11,clobetasone and antiinfectives,,,,,,,,
2026-04-25,main,S01CA12,loteprednol and antiinfectives,,,,,,,,
2026-04-25,main,S01CB,Corticosteroids/antiinfectives/mydriatics in combination,,,,,,,,
2026-04-25,main,S01CB01,dexamethasone,,,,,,,,
2026-04-25,main,S01CB02,prednisolone,,,,,,,,
2026-04-25,main,S01CB03,hydrocortisone,,,,,,,,
2026-04-25,main,S01CB04,betamethasone,,,,,,,,
2026-04-25,main,S01CB05,fluorometholone,,,,,,,,
2026-04-25,main,S01CC,"Antiinflammatory agents, non-steroids and antiinfectives in combination",,,,,,,,
2026-04-25,main,S01CC01,diclofenac and antiinfectives,,,,,,,,
2026-04-25,main,S01CC02,indometacin and antiinfectives,,,,,,,,
2026-04-25,main,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,,,,,,,,
2026-04-25,main,S01EA,Sympathomimetics in glaucoma therapy,,,,,,,,
2026-04-25,main,S01EA01,epinephrine,,,,,,,,
2026-04-25,main,S01EA02,dipivefrine,,,,,,,,
2026-04-25,main,S01EA03,apraclonidine,,,,,,,,
2026-04-25,main,S01EA04,clonidine,,,,,,,,
2026-04-25,main,S01EA05,brimonidine,,,,,,,,
2026-04-25,main,S01EA51,"epinephrine, combinations",,,,,,,,
2026-04-25,main,S01EA55,brimonidine and ripasudil,,,,,,,,
2026-04-25,main,S01EB,Parasympathomimetics,,,,,,,,
2026-04-25,main,S01EB01,pilocarpine,0.4,ml,,,,,,
2026-04-25,main,S01EB01,pilocarpine,0.285,,lamella,,,,,
2026-04-25,main,S01EB01,pilocarpine,40.0,mg,ointment,,,,,
2026-04-25,main,S01EB02,carbachol,0.4,ml,,,,,,
2026-04-25,main,S01EB03,ecothiopate,0.2,ml,,,,,,
2026-04-25,main,S01EB04,demecarium,0.1,ml,,,,,,
2026-04-25,main,S01EB05,physostigmine,0.4,ml,,,,,,
2026-04-25,main,S01EB06,neostigmine,0.4,ml,,,,,,
2026-04-25,main,S01EB06,neostigmine,40.0,mg,ointment,,,,,
2026-04-25,main,S01EB07,fluostigmine,,,,,,,,
2026-04-25,main,S01EB08,aceclidine,,,,,,,,
2026-04-25,main,S01EB09,acetylcholine,,,,,,,,
2026-04-25,main,S01EB10,paraoxon,,,,,,,,
2026-04-25,main,S01EB51,"pilocarpine, combinations",,,,,,,,
2026-04-25,main,S01EB58,"aceclidine, combinations",,,,,,,,
2026-04-25,main,S01EC,Carbonic anhydrase inhibitors,,,,,,,,
2026-04-25,main,S01EC01,acetazolamide,0.75,g,O,,,,,
2026-04-25,main,S01EC01,acetazolamide,0.75,g,P,,,,,
2026-04-25,main,S01EC02,diclofenamide,0.1,g,O,,,,,
