nhi_code,tfda_permit_no,input_text,ocr_text,confidence,status,review_notes
A006817100,衛署藥製字第006817號,CYANOCOBALAMIN (=VIT B12) 1 MCG+NIACINAMIDE (=NICOTINAMIDE) 15 MG+RIBOFLAVIN (=VIT B2) 2 MG+PYRIDOXINE HCL 1 MG+INOSITOL (=MESO-INOSITOL) 5 MG+ASCORBIC ACID (=VIT C) 10 MG,CYANOCOBALAMIN (VIT B12) ;; PANTOTHENATE CALCIUM ;; OROTIC ACID (VIT B13) ;; THIAMINE MONONITRATE ;; PYRIDOXINE HCL ;; NIACINAMIDE (NICOTINAMIDE) ;; INOSITOL (MESO-INOSITOL) ;; ASCORBIC ACID (VIT C) ;; DEHYDROCHOLIC ACID ;; RIBOFLAVIN (VIT B2) ;; THIOCTIC ACID AMIDE (THIOCTAMIDE),0.5454545454545454545454545455,pending,NHI ingredients: CYANOCOBALAMIN (=VIT B12) 1 MCG+NIACINAMIDE (=NICOTINAMIDE) 15 MG+RIBOFLAVIN (=VIT B2) 2 MG+PYRIDOXINE HCL 1 MG+INOSITOL (=MESO-INOSITOL) 5 MG+ASCORBIC ACID (=VIT C) 10 MG; TFDA ingredients: CYANOCOBALAMIN (VIT B12) ;; PANTOTHENATE CALCIUM ;; OROTIC ACID (VIT B13) ;; THIAMINE MONONITRATE ;; PYRIDOXINE HCL ;; NIACINAMIDE (NICOTINAMIDE) ;; INOSITOL (MESO-INOSITOL) ;; ASCORBIC ACID (VIT C) ;; DEHYDROCHOLIC ACID ;; RIBOFLAVIN (VIT B2) ;; THIOCTIC ACID AMIDE (THIOCTAMIDE)
A006959100,衛署藥製字第006959號,METHYLTESTOSTERONE 10 MG+THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) 3 MG,METHYLTESTOSTERONE ;; THIAMINE HYDROCHLORIDE,0.3333333333333333333333333333,pending,NHI ingredients: METHYLTESTOSTERONE 10 MG+THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) 3 MG; TFDA ingredients: METHYLTESTOSTERONE ;; THIAMINE HYDROCHLORIDE
A007038100,衛署藥製字第007038號,PROCHLORPERAZINE ((DI)MALEATE) 5 MG,PROCHLORPERAZINE MALEATE,0,pending,NHI ingredients: PROCHLORPERAZINE ((DI)MALEATE) 5 MG; TFDA ingredients: PROCHLORPERAZINE MALEATE
A007396100,衛署藥製字第007396號,AMOXICILLIN TRIHYDRATE 250 MG,AMOXICILLIN (TRIHYDRATE),0,pending,NHI ingredients: AMOXICILLIN TRIHYDRATE 250 MG; TFDA ingredients: AMOXICILLIN (TRIHYDRATE)
A0073961G0,衛署藥製字第007396號,AMOXICILLIN TRIHYDRATE 250 MG,AMOXICILLIN (TRIHYDRATE),0,pending,NHI ingredients: AMOXICILLIN TRIHYDRATE 250 MG; TFDA ingredients: AMOXICILLIN (TRIHYDRATE)
A007404100,衛署藥製字第007404號,AMOXYCILLIN (TRIHYDRATE) 250 MG,AMOXICILLIN (TRIHYDRATE),0,pending,NHI ingredients: AMOXYCILLIN (TRIHYDRATE) 250 MG; TFDA ingredients: AMOXICILLIN (TRIHYDRATE)
A007454221,衛署藥製字第007454號,GLYCYRRHIZATE AMMONIUM SALT (=GLYCAMIL) 2 MG/ML+CYSTEINE 1 MG/ML+GLYCINE (=AMINOACETIC ACID)(=GLYCOCOLL) 20 MG/ML,GLYCYRRHIZIN AMMONIUM ;; GLYCINE (EQ TO AMINOACETIC ACID)(EQ TO GLYCOCOLL) ;; CYSTEINE,0.5,pending,NHI ingredients: GLYCYRRHIZATE AMMONIUM SALT (=GLYCAMIL) 2 MG/ML+CYSTEINE 1 MG/ML+GLYCINE (=AMINOACETIC ACID)(=GLYCOCOLL) 20 MG/ML; TFDA ingredients: GLYCYRRHIZIN AMMONIUM ;; GLYCINE (EQ TO AMINOACETIC ACID)(EQ TO GLYCOCOLL) ;; CYSTEINE
A007466238,衛署藥製字第007466號,PHENYLALANINE L- 2.9 MG/ML+ARGININE HCL L- 2.7 MG/ML+HISTIDINE L- HCL MONOHYDRATE 1.3 MG/ML+ISOLEUCINE L- 1.8 MG/ML+LEUCINE L- 4.1 MG/ML+LYSINE L- HCL 2H2O 7.4 MG/ML,L-THREONINE ;; L-TRYPTOPHAN ;; ARGININE HCL L- ;; L-VALINE ;; HISTIDINE L- HCL MONOHYDRATE ;; L-LEUCINE ;; LYSINE L- HCL 2H2O ;; L-METHIONINE ;; L-PHENYLALANINE ;; GLYCINE (EQ TO AMINOACETIC ACID)(EQ TO GLYCOCOLL) ;; L-ISOLEUCINE,0.5454545454545454545454545455,pending,NHI ingredients: PHENYLALANINE L- 2.9 MG/ML+ARGININE HCL L- 2.7 MG/ML+HISTIDINE L- HCL MONOHYDRATE 1.3 MG/ML+ISOLEUCINE L- 1.8 MG/ML+LEUCINE L- 4.1 MG/ML+LYSINE L- HCL 2H2O 7.4 MG/ML; TFDA ingredients: L-THREONINE ;; L-TRYPTOPHAN ;; ARGININE HCL L- ;; L-VALINE ;; HISTIDINE L- HCL MONOHYDRATE ;; L-LEUCINE ;; LYSINE L- HCL 2H2O ;; L-METHIONINE ;; L-PHENYLALANINE ;; GLYCINE (EQ TO AMINOACETIC ACID)(EQ TO GLYCOCOLL) ;; L-ISOLEUCINE
A007466277,衛署藥製字第007466號,PHENYLALANINE L- 2.9 MG/ML+ARGININE HCL L- 2.7 MG/ML+HISTIDINE L- HCL MONOHYDRATE 1.3 MG/ML+ISOLEUCINE L- 1.8 MG/ML+LEUCINE L- 4.1 MG/ML+LYSINE L- HCL 2H2O 7.4 MG/ML,L-THREONINE ;; L-TRYPTOPHAN ;; ARGININE HCL L- ;; L-VALINE ;; HISTIDINE L- HCL MONOHYDRATE ;; L-LEUCINE ;; LYSINE L- HCL 2H2O ;; L-METHIONINE ;; L-PHENYLALANINE ;; GLYCINE (EQ TO AMINOACETIC ACID)(EQ TO GLYCOCOLL) ;; L-ISOLEUCINE,0.5454545454545454545454545455,pending,NHI ingredients: PHENYLALANINE L- 2.9 MG/ML+ARGININE HCL L- 2.7 MG/ML+HISTIDINE L- HCL MONOHYDRATE 1.3 MG/ML+ISOLEUCINE L- 1.8 MG/ML+LEUCINE L- 4.1 MG/ML+LYSINE L- HCL 2H2O 7.4 MG/ML; TFDA ingredients: L-THREONINE ;; L-TRYPTOPHAN ;; ARGININE HCL L- ;; L-VALINE ;; HISTIDINE L- HCL MONOHYDRATE ;; L-LEUCINE ;; LYSINE L- HCL 2H2O ;; L-METHIONINE ;; L-PHENYLALANINE ;; GLYCINE (EQ TO AMINOACETIC ACID)(EQ TO GLYCOCOLL) ;; L-ISOLEUCINE
A007612100,衛署藥製字第007612號,METOCLOPRAMIDE (2HCL MONOHYDRATE) 3.84 MG,METOCLOPRAMIDE HCL,0,pending,NHI ingredients: METOCLOPRAMIDE (2HCL MONOHYDRATE) 3.84 MG; TFDA ingredients: METOCLOPRAMIDE HCL
A007801499,衛署藥輸字第007801號,DIMETHICONE (=DIMETHYLPOLYSILOXANE=POLYMETHYL SILOXANE) 4 MG/ML+ALUMINUM HYDROXIDE (=ALUMINA HYDRATED) 40 MG/ML+MAGNESIUM HYDROXIDE 40 MG/ML,CIMETIDINE,0,pending,NHI ingredients: DIMETHICONE (=DIMETHYLPOLYSILOXANE=POLYMETHYL SILOXANE) 4 MG/ML+ALUMINUM HYDROXIDE (=ALUMINA HYDRATED) 40 MG/ML+MAGNESIUM HYDROXIDE 40 MG/ML; TFDA ingredients: CIMETIDINE
A007822100,衛署藥製字第007822號,AMOXYCILLIN (TRIHYDRATE) 250 MG,AMOXICILLIN (TRIHYDRATE),0,pending,NHI ingredients: AMOXYCILLIN (TRIHYDRATE) 250 MG; TFDA ingredients: AMOXICILLIN (TRIHYDRATE)
A007974212,衛署藥製字第007974號,GENTAMICIN (SULFATE) 40 MG/ML,GENTAMICIN (AS SULFATE),0.3333333333333333333333333333,pending,NHI ingredients: GENTAMICIN (SULFATE) 40 MG/ML; TFDA ingredients: GENTAMICIN (AS SULFATE)
A007974229,衛署藥製字第007974號,GENTAMICIN (SULFATE) 40 MG/ML,GENTAMICIN (AS SULFATE),0.3333333333333333333333333333,pending,NHI ingredients: GENTAMICIN (SULFATE) 40 MG/ML; TFDA ingredients: GENTAMICIN (AS SULFATE)
A008160100,衛署藥製字第008160號,FLOPROPIONE 80 MG,"2,4,6-TRIHYDROXYPROPIOPHENONE (THPP)",0,pending,"NHI ingredients: FLOPROPIONE 80 MG; TFDA ingredients: 2,4,6-TRIHYDROXYPROPIOPHENONE (THPP)"
A008312209,衛署藥製字第008312號,TRIAMCINOLONE (ACETONIDE) 40 MG/ML,TRIAMCINOLONE ACETONIDE,0,pending,NHI ingredients: TRIAMCINOLONE (ACETONIDE) 40 MG/ML; TFDA ingredients: TRIAMCINOLONE ACETONIDE
A008312229,衛署藥製字第008312號,TRIAMCINOLONE (ACETONIDE) 40 MG/ML,TRIAMCINOLONE ACETONIDE,0,pending,NHI ingredients: TRIAMCINOLONE (ACETONIDE) 40 MG/ML; TFDA ingredients: TRIAMCINOLONE ACETONIDE
A008381221,衛署藥製字第008381號,TRIAMCINOLONE (ACETONIDE) 10 MG/ML,TRIAMCINOLONE ACETONIDE,0,pending,NHI ingredients: TRIAMCINOLONE (ACETONIDE) 10 MG/ML; TFDA ingredients: TRIAMCINOLONE ACETONIDE
A008472100,衛署藥製字第008472號,ASPARTATE POTASSIUM L- 300 MG,ASPARTATE POTASSIUM L- (eq to POTASSIUM L-ASPARTATE),0.5,pending,NHI ingredients: ASPARTATE POTASSIUM L- 300 MG; TFDA ingredients: ASPARTATE POTASSIUM L- (eq to POTASSIUM L-ASPARTATE)
A008591100,衛署藥製字第008591號,DIMETHYL 1，4- 7-ISOPROPYLASULENE-3-SULFONATE SODIUM 2 MG,"DIMETHYL 1,4- 7-ISOPROPYL-AZULENE-3-SULFONATE SODIUM",0,pending,"NHI ingredients: DIMETHYL 1，4- 7-ISOPROPYLASULENE-3-SULFONATE SODIUM 2 MG; TFDA ingredients: DIMETHYL 1,4- 7-ISOPROPYL-AZULENE-3-SULFONATE SODIUM"
A008616209,衛署藥製字第008616號,TRIAMCINOLONE (ACETONIDE) 40 MG/ML,TRIAMCINOLONE ACETONIDE,0,pending,NHI ingredients: TRIAMCINOLONE (ACETONIDE) 40 MG/ML; TFDA ingredients: TRIAMCINOLONE ACETONIDE
A008663100,衛署藥製字第008663號,METOCLOPRAMIDE HCL MONOHYDRATE 5 MG,METOCLOPRAMIDE HCL,0,pending,NHI ingredients: METOCLOPRAMIDE HCL MONOHYDRATE 5 MG; TFDA ingredients: METOCLOPRAMIDE HCL
A008678335,衛署藥製字第008678號,BETAMETHASONE (17-VALERATE) 1.2 MG/GM+GENTAMICIN (SULFATE) 1 MG/GM,GENTAMICIN (AS SULFATE) ;; BETAMETHASONE VALERATE,0.2,pending,NHI ingredients: BETAMETHASONE (17-VALERATE) 1.2 MG/GM+GENTAMICIN (SULFATE) 1 MG/GM; TFDA ingredients: GENTAMICIN (AS SULFATE) ;; BETAMETHASONE VALERATE
A008913209,衛署藥製字第008913號,PIPERILATE （=PIPETHANATE）ETHOBROMIDE 10 MG/ML,PIPETHANATE ETHOBROMIDE,0,pending,NHI ingredients: PIPERILATE （=PIPETHANATE）ETHOBROMIDE 10 MG/ML; TFDA ingredients: PIPETHANATE ETHOBROMIDE
A008917100,衛署藥製字第008917號,METOCLOPRAMIDE (2HCL MONOHYDRATE) 5 MG,METOCLOPRAMIDE HCL,0,pending,NHI ingredients: METOCLOPRAMIDE (2HCL MONOHYDRATE) 5 MG; TFDA ingredients: METOCLOPRAMIDE HCL
A008937100,衛署藥製字第008937號,METOCLOPRAMIDE (2HCL MONOHYDRATE) 7.67 MG,METOCLOPRAMIDE HCL,0,pending,NHI ingredients: METOCLOPRAMIDE (2HCL MONOHYDRATE) 7.67 MG; TFDA ingredients: METOCLOPRAMIDE HCL
A008944100,衛署藥製字第008944號,TOCOPHEROL ACETATE ALPHA DL- 100 MG,TOCOPHEROL ACETATE ALPHA DL- ;; TOCOPHEROL ACETATE ;; TOCOPHEROL ACETATE,0.5,pending,NHI ingredients: TOCOPHEROL ACETATE ALPHA DL- 100 MG; TFDA ingredients: TOCOPHEROL ACETATE ALPHA DL- ;; TOCOPHEROL ACETATE ;; TOCOPHEROL ACETATE
A008957100,衛署藥製字第008957號,CAFFEINE ANHYDROUS 10 MG+NIACINAMIDE (=NICOTINAMIDE) 5 MG+THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) 7 MG+RIBOFLAVIN (=VIT B2) 1 MG+TAURINE 50 MG,CHLORPHENIRAMINE MALEATE ;; TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID) ;; RIBOFLAVIN (VIT B2) ;; ACETAMINOPHEN (EQ TO PARACETAMOL) ;; CODEINE PHOSPHATE ;; CAFFEINE ANHYDROUS ;; NIACINAMIDE (NICOTINAMIDE) ;; DL-METHYLEPHEDRINE HCL ;; THIAMINE HYDROCHLORIDE ;; PANTOTHENATE CALCIUM ;; ETHENZAMIDE (ETHOXYBENZAMIDE),0.3333333333333333333333333333,pending,NHI ingredients: CAFFEINE ANHYDROUS 10 MG+NIACINAMIDE (=NICOTINAMIDE) 5 MG+THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) 7 MG+RIBOFLAVIN (=VIT B2) 1 MG+TAURINE 50 MG; TFDA ingredients: CHLORPHENIRAMINE MALEATE ;; TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID) ;; RIBOFLAVIN (VIT B2) ;; ACETAMINOPHEN (EQ TO PARACETAMOL) ;; CODEINE PHOSPHATE ;; CAFFEINE ANHYDROUS ;; NIACINAMIDE (NICOTINAMIDE) ;; DL-METHYLEPHEDRINE HCL ;; THIAMINE HYDROCHLORIDE ;; PANTOTHENATE CALCIUM ;; ETHENZAMIDE (ETHOXYBENZAMIDE)
A009032100,衛署藥製字第009032號,THIAMINE (=VITAMIN B1) 10 MG,CROTAMITON ;; HYDROCORTISONE ACETATE,0,pending,NHI ingredients: THIAMINE (=VITAMIN B1) 10 MG; TFDA ingredients: CROTAMITON ;; HYDROCORTISONE ACETATE
A009055100,衛署藥製字第009055號,PROCHLORPERAZINE ((DI)MALEATE) 5 MG,PROCHLORPERAZINE MALEATE,0,pending,NHI ingredients: PROCHLORPERAZINE ((DI)MALEATE) 5 MG; TFDA ingredients: PROCHLORPERAZINE MALEATE
A009069277,衛署藥製字第009069號,TRYPTOPHAN L- 96 MG+ARGININE HCL L- 300 MG+HISTIDINE L- HCL 2H2O 150 MG+THREONINE L- 192 MG+VALINE HCL L- 288 MG+GLYCINE (=AMINOACETIC ACID)(=GLYCOCOLL) 447 MG,L-THREONINE ;; VALINE HCL L- ;; L-TRYPTOPHAN ;; ARGININE HCL L- ;; L-LEUCINE ;; L-ISOLEUCINE ;; GLYCINE (EQ TO AMINOACETIC ACID)(EQ TO GLYCOCOLL) ;; HISTIDINE L- HCL 2H2O ;; LYSINE L- HCL 2H2O ;; L-METHIONINE ;; L-PHENYLALANINE,0.5454545454545454545454545455,pending,NHI ingredients: TRYPTOPHAN L- 96 MG+ARGININE HCL L- 300 MG+HISTIDINE L- HCL 2H2O 150 MG+THREONINE L- 192 MG+VALINE HCL L- 288 MG+GLYCINE (=AMINOACETIC ACID)(=GLYCOCOLL) 447 MG; TFDA ingredients: L-THREONINE ;; VALINE HCL L- ;; L-TRYPTOPHAN ;; ARGININE HCL L- ;; L-LEUCINE ;; L-ISOLEUCINE ;; GLYCINE (EQ TO AMINOACETIC ACID)(EQ TO GLYCOCOLL) ;; HISTIDINE L- HCL 2H2O ;; LYSINE L- HCL 2H2O ;; L-METHIONINE ;; L-PHENYLALANINE
